agent,contrainte,semaine,value,poids
5,26,3,0,20
5,26,4,0,20
5,26,5,0,20
5,26,6,0,20
5,26,7,0,20
5,26,8,0,20
5,26,9,0,20
5,26,10,0,20
5,26,11,0,20
5,26,12,0,20
5,27,1,0,20
5,27,2,0,20
5,27,3,0,20
5,27,4,0,20
5,27,5,0,20
5,27,6,0,20
5,27,7,0,20
5,27,8,0,20
5,27,9,0,20
5,27,10,0,20
5,27,11,0,20
5,27,12,0,20
5,28,1,0,20
5,28,2,0,20
5,28,3,0,20
5,28,4,0,20
5,28,5,0,20
5,28,6,0,20
5,28,7,0,20
5,28,8,0,20
5,28,9,0,20
5,28,10,0,20
5,28,11,0,20
5,28,12,0,20
5,29,1,0,20
5,29,2,0,20
5,29,3,0,20
5,29,4,0,20
5,29,5,0,20
5,29,6,0,20
5,29,7,0,20
5,29,8,0,20
5,29,9,0,20
5,29,10,0,20
5,29,11,0,20
5,29,12,0,20
5,30,1,0,20
5,30,2,0,20
5,30,3,0,20
5,30,4,0,20
5,30,5,0,20
5,30,6,0,20
5,30,7,0,20
5,30,8,0,20
5,30,9,0,20
5,30,10,0,20
5,30,11,0,20
5,30,12,0,20
5,31,1,0,20
5,31,2,0,20
5,31,3,0,20
5,31,4,0,20
5,31,5,0,20
5,31,6,0,20
5,31,7,0,20
5,31,8,0,20
5,31,9,0,20
5,31,10,0,20
5,31,11,0,20
5,31,12,0,20
5,32,1,0,20
5,32,2,0,20
5,32,3,0,20
5,32,4,0,20
5,32,5,0,20
5,32,6,0,20
5,32,7,0,20
5,32,8,0,20
5,32,9,0,20
5,32,10,0,20
5,32,11,0,20
5,32,12,0,20
5,33,1,0,20
5,33,2,0,20
5,33,3,0,20
5,33,4,0,20
5,33,5,0,20
5,33,6,0,20
5,33,7,0,20
5,33,8,0,20
5,33,9,0,20
5,33,10,0,20
5,33,11,0,20
5,33,12,0,20
5,34,1,0,20
5,34,2,0,20
5,34,3,0,20
5,34,4,0,20
5,34,5,0,20
5,34,6,0,20
5,34,7,0,20
5,34,8,0,20
5,34,9,0,20
5,34,10,0,20
5,34,11,0,20
5,34,12,0,20
5,35,1,0,20
5,35,2,0,20
5,35,3,0,20
5,35,4,0,20
5,35,5,0,20
5,35,6,0,20
5,35,7,0,20
5,35,8,0,20
5,35,9,0,20
5,35,10,0,20
5,35,11,0,20
5,35,12,0,20
5,36,1,0,20
5,36,2,0,20
5,36,3,0,20
5,36,4,0,20
5,36,5,0,20
5,36,6,0,20
5,36,7,0,20
5,36,8,0,20
5,36,9,0,20
5,36,10,0,20
5,36,11,0,20
5,36,12,0,20
5,37,1,0,20
5,37,2,0,20
5,37,3,0,20
5,37,4,0,20
5,37,5,0,20
5,37,6,0,20
5,37,7,0,20
5,37,8,0,20
5,37,9,0,20
5,37,10,0,20
5,37,11,0,20
5,37,12,0,20
5,38,1,0,20
5,38,2,0,20
5,38,3,0,20
5,38,4,0,20
5,38,5,0,20
5,38,6,0,20
5,38,7,0,20
5,38,8,0,20
5,38,9,0,20
5,38,10,0,20
5,38,11,0,20
5,38,12,0,20
5,39,1,0,20
5,39,2,0,20
5,39,3,0,20
5,39,4,0,20
5,39,5,0,20
5,39,6,0,20
5,39,7,0,20
5,39,8,0,20
5,39,9,0,20
5,39,10,0,20
5,39,11,0,20
5,39,12,0,20
6,4,1,0,150
6,4,2,0,150
6,4,3,0,150
6,4,4,0,150
6,4,5,0,150
6,4,6,0,150
6,4,7,0,150
6,4,8,0,150
6,4,9,0,150
6,4,10,0,150
6,4,11,0,150
6,4,12,0,150
6,5,1,0,150
6,5,2,0,150
6,5,3,0,150
6,5,4,0,150
6,5,5,0,150
6,5,6,0,150
6,5,7,0,150
6,5,8,0,150
6,5,9,0,150
6,5,10,0,150
6,5,11,0,150
6,5,12,0,150
6,6,1,0,150
6,6,2,0,150
6,6,3,0,150
6,6,4,0,150
6,6,5,0,150
6,6,6,0,150
6,6,7,0,150
6,6,8,0,150
6,6,9,0,150
6,6,10,0,150
6,6,11,0,150
6,6,12,0,150
6,7,1,0,150
6,7,2,0,150
6,7,3,0,150
6,7,4,0,150
6,7,5,0,150
6,7,6,0,150
6,7,7,0,150
6,7,8,0,150
6,7,9,0,150
6,7,10,0,150
6,7,11,0,150
6,7,12,0,150
6,8,1,0,150
6,8,2,0,150
6,8,3,0,150
6,8,4,0,150
6,8,5,0,150
6,8,6,0,150
6,8,7,0,150
6,8,8,0,150
6,8,9,0,150
6,8,10,0,150
6,8,11,0,150
6,8,12,0,150
6,9,1,0,150
6,9,2,0,150
6,9,3,0,150
6,9,4,0,150
6,9,5,0,150
6,9,6,0,150
6,9,7,0,150
6,9,8,0,150
6,9,9,0,150
6,9,10,0,150
6,9,11,0,150
6,9,12,0,150
6,16,1,0,170
6,16,2,0,170
6,16,3,0,170
6,16,4,0,170
6,16,5,0,170
6,16,6,0,170
6,16,7,0,170
6,16,8,0,170
6,16,9,0,170
6,16,10,0,170
6,16,11,0,170
6,16,12,0,170
6,17,1,0,170
6,17,2,0,170
6,17,3,0,170
6,17,4,0,170
6,17,5,0,170
6,17,6,0,170
6,17,7,0,170
6,17,8,0,170
6,17,9,0,170
6,17,10,0,170
6,17,11,0,170
6,17,12,0,170
6,22,1,0,20
6,22,2,0,20
6,22,3,0,20
6,22,4,0,20
6,22,5,0,20
6,22,6,0,20
6,22,7,0,20
6,22,8,0,20
6,22,9,0,20
6,22,10,0,20
6,22,11,0,20
6,22,12,0,20
6,23,1,0,20
6,23,2,0,20
6,23,3,0,20
6,23,4,0,20
6,23,5,0,20
6,23,6,0,20
6,23,7,0,20
6,23,8,0,20
6,23,9,0,20
6,23,10,0,20
6,23,11,0,20
6,23,12,0,20
6,24,1,0,20
6,24,2,0,20
6,24,3,0,20
6,24,4,0,20
6,24,5,0,20
6,24,6,0,20
6,24,7,0,20
6,24,8,0,20
6,24,9,0,20
6,24,10,0,20
6,24,11,0,20
6,24,12,0,20
6,25,1,0,20
6,25,2,0,20
6,25,3,0,20
6,25,4,0,20
6,25,5,0,20
6,25,6,0,20
6,25,7,0,20
6,25,8,0,20
6,25,9,0,20
6,25,10,0,20
6,25,11,0,20
6,25,12,0,20
6,26,1,0,20
6,26,2,0,20
6,26,3,0,20
6,26,4,0,20
6,26,5,0,20
6,26,6,0,20
6,26,7,0,20
6,26,8,0,20
6,26,9,0,20
6,26,10,0,20
6,26,11,0,20
6,26,12,0,20
6,27,1,0,20
6,27,2,0,20
6,27,3,0,20
6,27,4,0,20
6,27,5,0,20
6,27,6,0,20
6,27,7,0,20
6,27,8,0,20
6,27,9,0,20
6,27,10,0,20
6,27,11,0,20
6,27,12,0,20
6,28,1,0,20
6,28,2,0,20
6,28,3,0,20
6,28,4,0,20
6,28,5,0,20
6,28,6,0,20
6,28,7,0,20
6,28,8,0,20
6,28,9,0,20
6,28,10,0,20
6,28,11,0,20
6,28,12,0,20
6,29,1,0,20
6,29,2,0,20
6,29,3,0,20
6,29,4,0,20
6,29,5,0,20
6,29,6,0,20
6,29,7,0,20
6,29,8,0,20
6,29,9,0,20
6,29,10,0,20
6,29,11,0,20
6,29,12,0,20
6,30,1,0,20
6,30,2,0,20
6,30,3,0,20
6,30,4,0,20
6,30,5,0,20
6,30,6,0,20
6,30,7,0,20
6,30,8,0,20
6,30,9,0,20
6,30,10,0,20
6,30,11,0,20
6,30,12,0,20
6,31,1,0,20
6,31,2,0,20
6,31,3,0,20
6,31,4,0,20
6,31,5,0,20
6,31,6,0,20
6,31,7,0,20
6,31,8,0,20
6,31,9,0,20
6,31,10,0,20
6,31,11,0,20
6,31,12,0,20
6,32,1,0,20
6,32,2,0,20
6,32,3,0,20
6,32,4,0,20
6,32,5,0,20
6,32,6,0,20
6,32,7,0,20
6,32,8,0,20
6,32,9,0,20
6,32,10,0,20
6,32,11,0,20
6,32,12,0,20
6,33,1,0,20
6,33,2,0,20
6,33,3,0,20
6,33,4,0,20
6,33,5,0,20
6,33,6,0,20
6,33,7,0,20
6,33,8,0,20
6,33,9,0,20
6,33,10,0,20
6,33,11,0,20
6,33,12,0,20
6,34,1,0,20
6,34,2,0,20
6,34,3,0,20
6,34,4,0,20
6,34,5,0,20
6,34,6,0,20
6,34,7,0,20
6,34,8,0,20
6,34,9,0,20
6,34,10,0,20
6,34,11,0,20
6,34,12,0,20
6,35,1,0,20
6,35,2,0,20
6,35,3,0,20
6,35,4,0,20
6,35,5,0,20
6,35,6,0,20
6,35,7,0,20
6,35,8,0,20
6,35,9,0,20
6,35,10,0,20
6,35,11,0,20
6,35,12,0,20
6,36,1,0,20
6,36,2,0,20
6,36,3,0,20
6,36,4,1,20
6,36,5,0,20
6,36,6,0,20
6,36,7,0,20
6,36,8,0,20
6,36,9,0,20
6,36,10,0,20
6,36,11,0,20
6,36,12,0,20
6,37,1,0,20
6,37,2,0,20
6,37,3,0,20
6,37,4,0,20
6,37,5,0,20
6,37,6,0,20
6,37,7,0,20
6,37,8,0,20
6,37,9,0,20
6,37,10,0,20
6,37,11,0,20
6,37,12,0,20
6,38,1,0,20
6,38,2,0,20
6,38,3,0,20
6,38,4,0,20
6,38,5,0,20
6,38,6,0,20
6,38,7,0,20
6,38,8,0,20
6,38,9,0,20
6,38,10,0,20
6,38,11,0,20
6,38,12,0,20
6,39,1,0,20
6,39,2,0,20
6,39,3,0,20
6,39,4,0,20
6,39,5,0,20
6,39,6,0,20
6,39,7,0,20
6,39,8,0,20
6,39,9,0,20
6,39,10,0,20
6,39,11,0,20
6,39,12,0,20
7,4,1,0,150
7,4,2,0,150
7,4,3,0,150
7,4,4,0,150
7,4,5,0,150
7,4,6,0,150
7,4,7,0,150
7,4,8,0,150
7,4,9,0,150
7,4,10,0,150
7,4,11,0,150
7,4,12,0,150
7,5,1,0,150
7,5,2,0,150
7,5,3,0,150
7,5,4,0,150
7,5,5,0,150
7,5,6,0,150
7,5,7,0,150
7,5,8,0,150
7,5,9,0,150
7,5,10,0,150
7,5,11,0,150
7,5,12,0,150
7,6,1,0,150
7,6,2,0,150
7,6,3,0,150
7,6,4,0,150
7,6,5,0,150
7,6,6,0,150
7,6,7,0,150
7,6,8,0,150
7,6,9,0,150
7,6,10,0,150
7,6,11,0,150
7,6,12,0,150
7,7,1,0,150
7,7,2,0,150
7,7,3,0,150
7,7,4,0,150
7,7,5,0,150
7,7,6,0,150
7,7,7,0,150
7,7,8,0,150
7,7,9,0,150
7,7,10,0,150
7,7,11,0,150
7,7,12,0,150
7,8,1,0,150
7,8,2,0,150
7,8,3,0,150
7,8,4,0,150
7,8,5,0,150
7,8,6,0,150
7,8,7,0,150
7,8,8,0,150
7,8,9,0,150
7,8,10,0,150
7,8,11,0,150
7,8,12,0,150
7,9,1,0,150
7,9,2,0,150
7,9,3,0,150
7,9,4,0,150
7,9,5,0,150
7,9,6,0,150
7,9,7,0,150
7,9,8,0,150
7,9,9,0,150
7,9,10,0,150
7,9,11,0,150
7,9,12,0,150
7,16,1,0,170
7,16,2,0,170
7,16,3,0,170
7,16,4,0,170
7,16,5,0,170
7,16,6,0,170
7,16,7,0,170
7,16,8,0,170
7,16,9,0,170
7,16,10,0,170
7,16,11,0,170
7,16,12,0,170
7,17,1,0,170
7,17,2,0,170
7,17,3,0,170
7,17,4,0,170
7,17,5,0,170
7,17,6,0,170
7,17,7,0,170
7,17,8,0,170
7,17,9,0,170
7,17,10,0,170
7,17,11,0,170
7,17,12,0,170
7,22,1,0,20
7,22,2,0,20
7,22,3,0,20
7,22,4,0,20
7,22,5,0,20
7,22,6,0,20
7,22,7,0,20
7,22,8,0,20
7,22,9,0,20
7,22,10,0,20
7,22,11,0,20
7,22,12,0,20
7,23,1,0,20
7,23,2,0,20
7,23,3,0,20
7,23,4,0,20
7,23,5,0,20
7,23,6,0,20
7,23,7,0,20
7,23,8,0,20
7,23,9,0,20
7,23,10,0,20
7,23,11,0,20
7,23,12,0,20
7,24,1,0,20
7,24,2,0,20
7,24,3,0,20
7,24,4,0,20
7,24,5,0,20
7,24,6,0,20
7,24,7,0,20
7,24,8,0,20
7,24,9,0,20
7,24,10,0,20
7,24,11,0,20
7,24,12,0,20
7,25,1,0,20
7,25,2,0,20
7,25,3,0,20
7,25,4,0,20
7,25,5,0,20
7,25,6,0,20
7,25,7,0,20
7,25,8,0,20
7,25,9,0,20
7,25,10,0,20
7,25,11,0,20
7,25,12,0,20
7,26,1,0,20
7,26,2,0,20
7,26,3,0,20
7,26,4,0,20
7,26,5,0,20
7,26,6,0,20
7,26,7,0,20
7,26,8,0,20
7,26,9,0,20
7,26,10,0,20
7,26,11,0,20
7,26,12,0,20
7,27,1,0,20
7,27,2,0,20
7,27,3,0,20
7,27,4,0,20
7,27,5,0,20
7,27,6,0,20
7,27,7,0,20
7,27,8,0,20
7,27,9,0,20
7,27,10,0,20
7,27,11,0,20
7,27,12,0,20
7,28,1,0,20
7,28,2,0,20
7,28,3,0,20
7,28,4,0,20
7,28,5,0,20
7,28,6,0,20
7,28,7,0,20
7,28,8,0,20
7,28,9,0,20
7,28,10,0,20
7,28,11,0,20
7,28,12,0,20
7,29,1,0,20
7,29,2,0,20
7,29,3,0,20
7,29,4,0,20
7,29,5,0,20
7,29,6,0,20
7,29,7,0,20
7,29,8,0,20
7,29,9,0,20
7,29,10,0,20
7,29,11,0,20
7,29,12,0,20
7,30,1,0,20
7,30,2,0,20
7,30,3,0,20
7,30,4,0,20
7,30,5,0,20
7,30,6,0,20
7,30,7,0,20
7,30,8,0,20
7,30,9,0,20
7,30,10,0,20
7,30,11,0,20
7,30,12,0,20
7,31,1,0,20
7,31,2,0,20
7,31,3,0,20
7,31,4,0,20
7,31,5,0,20
7,31,6,0,20
7,31,7,0,20
7,31,8,0,20
7,31,9,0,20
7,31,10,0,20
7,31,11,0,20
7,31,12,0,20
7,32,1,0,20
7,32,2,0,20
7,32,3,0,20
7,32,4,0,20
7,32,5,0,20
7,32,6,0,20
7,32,7,0,20
7,32,8,0,20
7,32,9,0,20
7,32,10,0,20
7,32,11,0,20
7,32,12,0,20
7,33,1,0,20
7,33,2,0,20
7,33,3,0,20
7,33,4,0,20
7,33,5,0,20
7,33,6,0,20
7,33,7,0,20
7,33,8,0,20
7,33,9,0,20
7,33,10,0,20
7,33,11,0,20
7,33,12,0,20
7,34,1,0,20
7,34,2,0,20
7,34,3,0,20
7,34,4,0,20
7,34,5,0,20
7,34,6,0,20
7,34,7,0,20
7,34,8,0,20
7,34,9,0,20
7,34,10,0,20
7,34,11,0,20
7,34,12,0,20
7,35,1,0,20
7,35,2,0,20
7,35,3,0,20
7,35,4,0,20
7,35,5,0,20
7,35,6,0,20
7,35,7,0,20
7,35,8,0,20
7,35,9,0,20
7,35,10,0,20
7,35,11,0,20
7,35,12,0,20
7,36,1,0,20
7,36,2,0,20
7,36,3,0,20
7,36,4,0,20
7,36,5,0,20
7,36,6,0,20
7,36,7,0,20
7,36,8,0,20
7,36,9,0,20
7,36,10,0,20
7,36,11,0,20
7,36,12,0,20
7,37,1,0,20
7,37,2,0,20
7,37,3,0,20
7,37,4,0,20
7,37,5,0,20
7,37,6,0,20
7,37,7,0,20
7,37,8,0,20
7,37,9,0,20
7,37,10,0,20
7,37,11,0,20
7,37,12,0,20
7,38,1,0,20
7,38,2,0,20
7,38,3,0,20
7,38,4,0,20
7,38,5,0,20
7,38,6,0,20
7,38,7,0,20
7,38,8,0,20
7,38,9,0,20
7,38,10,0,20
7,38,11,0,20
7,38,12,0,20
7,39,1,0,20
7,39,2,0,20
7,39,3,0,20
7,39,4,0,20
7,39,5,0,20
7,39,6,0,20
7,39,7,0,20
7,39,8,0,20
7,39,9,0,20
7,39,10,0,20
7,39,11,0,20
7,39,12,0,20
8,4,1,0,150
8,4,2,0,150
8,4,3,0,150
8,4,4,0,150
8,4,5,0,150
8,4,6,0,150
8,4,7,0,150
8,4,8,0,150
8,4,9,0,150
8,4,10,0,150
8,4,11,0,150
8,4,12,0,150
8,5,1,0,150
8,5,2,0,150
8,5,3,0,150
8,5,4,0,150
8,5,5,0,150
8,5,6,0,150
8,5,7,0,150
8,5,8,0,150
8,5,9,0,150
8,5,10,0,150
8,5,11,0,150
8,5,12,0,150
8,6,1,0,150
8,6,2,0,150
8,6,3,0,150
8,6,4,0,150
8,6,5,0,150
8,6,6,0,150
8,6,7,0,150
8,6,8,0,150
8,6,9,0,150
8,6,10,0,150
8,6,11,0,150
8,6,12,0,150
8,7,1,0,150
8,7,2,0,150
8,7,3,0,150
8,7,4,0,150
8,7,5,0,150
8,7,6,0,150
8,7,7,0,150
8,7,8,0,150
8,7,9,0,150
8,7,10,0,150
8,7,11,0,150
8,7,12,0,150
8,8,1,0,150
8,8,2,0,150
8,8,3,0,150
8,8,4,0,150
8,8,5,0,150
8,8,6,0,150
8,8,7,0,150
8,8,8,0,150
8,8,9,0,150
8,8,10,0,150
8,8,11,0,150
8,8,12,0,150
8,9,1,0,150
8,9,2,0,150
8,9,3,0,150
8,9,4,0,150
8,9,5,0,150
8,9,6,0,150
8,9,7,0,150
8,9,8,0,150
8,9,9,0,150
8,9,10,0,150
8,9,11,0,150
8,9,12,0,150
8,16,1,0,170
8,16,2,0,170
8,16,3,0,170
8,16,4,0,170
8,16,5,0,170
8,16,6,0,170
8,16,7,0,170
8,16,8,0,170
8,16,9,0,170
8,16,10,0,170
8,16,11,0,170
8,16,12,0,170
8,17,1,0,170
8,17,2,0,170
8,17,3,0,170
8,17,4,0,170
8,17,5,0,170
8,17,6,0,170
8,17,7,0,170
8,17,8,0,170
8,17,9,0,170
8,17,10,0,170
8,17,11,0,170
8,17,12,0,170
8,22,1,0,20
8,22,2,0,20
8,22,3,0,20
8,22,4,0,20
8,22,5,0,20
8,22,6,0,20
8,22,7,0,20
8,22,8,0,20
8,22,9,0,20
8,22,10,0,20
8,22,11,0,20
8,22,12,0,20
8,23,1,0,20
8,23,2,0,20
8,23,3,0,20
8,23,4,0,20
8,23,5,0,20
8,23,6,0,20
8,23,7,0,20
8,23,8,0,20
8,23,9,0,20
8,23,10,0,20
8,23,11,0,20
8,23,12,0,20
8,24,1,0,20
8,24,2,0,20
8,24,3,0,20
8,24,4,0,20
8,24,5,0,20
8,24,6,0,20
8,24,7,0,20
8,24,8,0,20
8,24,9,0,20
8,24,10,0,20
8,24,11,0,20
8,24,12,0,20
8,25,1,0,20
8,25,2,0,20
8,25,3,0,20
8,25,4,0,20
8,25,5,0,20
8,25,6,0,20
8,25,7,0,20
8,25,8,0,20
8,25,9,0,20
8,25,10,0,20
8,25,11,0,20
8,25,12,0,20
8,26,1,0,20
8,26,2,0,20
8,26,3,0,20
8,26,4,0,20
8,26,5,0,20
8,26,6,0,20
8,26,7,0,20
8,26,8,0,20
8,26,9,0,20
8,26,10,0,20
8,26,11,0,20
8,26,12,0,20
8,27,1,0,20
8,27,2,0,20
8,27,3,0,20
8,27,4,0,20
8,27,5,0,20
8,27,6,0,20
8,27,7,0,20
8,27,8,0,20
8,27,9,0,20
8,27,10,0,20
8,27,11,0,20
8,27,12,0,20
8,28,1,0,20
8,28,2,0,20
8,28,3,0,20
8,28,4,0,20
8,28,5,0,20
8,28,6,0,20
8,28,7,0,20
8,28,8,0,20
8,28,9,0,20
8,28,10,0,20
8,28,11,0,20
8,28,12,0,20
8,29,1,0,20
8,29,2,0,20
8,29,3,0,20
8,29,4,0,20
8,29,5,0,20
8,29,6,0,20
8,29,7,0,20
8,29,8,0,20
8,29,9,0,20
8,29,10,0,20
8,29,11,0,20
8,29,12,0,20
8,30,1,0,20
8,30,2,0,20
8,30,3,0,20
8,30,4,0,20
8,30,5,0,20
8,30,6,0,20
8,30,7,0,20
8,30,8,0,20
8,30,9,0,20
8,30,10,0,20
8,30,11,0,20
8,30,12,0,20
8,31,1,0,20
8,31,2,0,20
8,31,3,0,20
8,31,4,0,20
8,31,5,0,20
8,31,6,0,20
8,31,7,0,20
8,31,8,0,20
8,31,9,0,20
8,31,10,0,20
8,31,11,0,20
8,31,12,0,20
8,32,1,0,20
8,32,2,0,20
8,32,3,0,20
8,32,4,0,20
8,32,5,0,20
8,32,6,0,20
8,32,7,0,20
8,32,8,0,20
8,32,9,0,20
8,32,10,0,20
8,32,11,0,20
8,32,12,0,20
8,33,1,0,20
8,33,2,0,20
8,33,3,0,20
8,33,4,0,20
8,33,5,0,20
8,33,6,0,20
8,33,7,0,20
8,33,8,0,20
8,33,9,0,20
8,33,10,0,20
8,33,11,0,20
8,33,12,0,20
8,34,1,0,20
8,34,2,0,20
8,34,3,0,20
8,34,4,0,20
8,34,5,0,20
8,34,6,0,20
8,34,7,0,20
8,34,8,0,20
8,34,9,0,20
8,34,10,0,20
8,34,11,0,20
8,34,12,0,20
8,35,1,0,20
8,35,2,0,20
8,35,3,0,20
8,35,4,0,20
8,35,5,0,20
8,35,6,0,20
8,35,7,0,20
8,35,8,0,20
8,35,9,0,20
8,35,10,0,20
8,35,11,0,20
8,35,12,0,20
8,36,1,0,20
8,36,2,0,20
8,36,3,0,20
8,36,4,0,20
8,36,5,0,20
8,36,6,0,20
8,36,7,0,20
8,36,8,0,20
8,36,9,0,20
8,36,10,0,20
8,36,11,0,20
8,36,12,0,20
8,37,1,0,20
8,37,2,0,20
8,37,3,0,20
8,37,4,0,20
8,37,5,0,20
8,37,6,0,20
8,37,7,0,20
8,37,8,0,20
8,37,9,0,20
8,37,10,0,20
8,37,11,0,20
8,37,12,0,20
8,38,1,0,20
8,38,2,0,20
8,38,3,0,20
8,38,4,0,20
8,38,5,0,20
8,38,6,0,20
8,38,7,0,20
8,38,8,0,20
8,38,9,0,20
8,38,10,0,20
8,38,11,0,20
8,38,12,0,20
8,39,1,0,20
8,39,2,0,20
8,39,3,0,20
8,39,4,0,20
8,39,5,0,20
8,39,6,0,20
8,39,7,0,20
8,39,8,0,20
8,39,9,0,20
8,39,10,0,20
8,39,11,0,20
8,39,12,0,20
9,4,1,0,150
9,4,2,0,150
9,4,3,0,150
9,4,4,0,150
9,4,5,0,150
9,4,6,0,150
9,4,7,0,150
9,4,8,0,150
9,4,9,0,150
9,4,10,0,150
9,4,11,0,150
9,4,12,0,150
9,5,1,0,150
9,5,2,0,150
9,5,3,0,150
9,5,4,0,150
9,5,5,0,150
9,5,6,0,150
9,5,7,0,150
9,5,8,0,150
9,5,9,0,150
9,5,10,0,150
9,5,11,0,150
9,5,12,0,150
9,6,1,0,150
9,6,2,0,150
9,6,3,0,150
9,6,4,0,150
9,6,5,0,150
9,6,6,0,150
9,6,7,0,150
9,6,8,0,150
9,6,9,0,150
9,6,10,0,150
9,6,11,0,150
9,6,12,0,150
9,7,1,0,150
9,7,2,0,150
9,7,3,0,150
9,7,4,0,150
9,7,5,0,150
9,7,6,0,150
9,7,7,0,150
9,7,8,0,150
9,7,9,0,150
9,7,10,0,150
9,7,11,0,150
9,7,12,0,150
9,8,1,0,150
9,8,2,0,150
9,8,3,0,150
9,8,4,0,150
9,8,5,0,150
9,8,6,0,150
9,8,7,0,150
9,8,8,0,150
9,8,9,0,150
9,8,10,0,150
9,8,11,0,150
9,8,12,0,150
9,9,1,0,150
9,9,2,0,150
9,9,3,0,150
9,9,4,0,150
9,9,5,0,150
9,9,6,0,150
9,9,7,0,150
9,9,8,0,150
9,9,9,0,150
9,9,10,0,150
9,9,11,0,150
9,9,12,0,150
9,16,1,0,170
9,16,2,0,170
9,16,3,0,170
9,16,4,0,170
9,16,5,0,170
9,16,6,0,170
9,16,7,0,170
9,16,8,0,170
9,16,9,0,170
9,16,10,0,170
9,16,11,0,170
9,16,12,0,170
9,17,1,0,170
9,17,2,0,170
9,17,3,0,170
9,17,4,0,170
9,17,5,0,170
9,17,6,0,170
9,17,7,0,170
9,17,8,0,170
9,17,9,0,170
9,17,10,0,170
9,17,11,0,170
9,17,12,0,170
9,22,1,0,20
9,22,2,0,20
9,22,3,0,20
9,22,4,0,20
9,22,5,0,20
9,22,6,0,20
9,22,7,0,20
9,22,8,0,20
9,22,9,0,20
9,22,10,0,20
9,22,11,0,20
9,22,12,0,20
9,23,1,0,20
9,23,2,0,20
9,23,3,0,20
9,23,4,0,20
9,23,5,0,20
9,23,6,0,20
9,23,7,0,20
9,23,8,0,20
9,23,9,0,20
9,23,10,0,20
9,23,11,0,20
9,23,12,0,20
9,24,1,0,20
9,24,2,0,20
9,24,3,0,20
9,24,4,0,20
9,24,5,0,20
9,24,6,0,20
9,24,7,0,20
9,24,8,0,20
9,24,9,0,20
9,24,10,0,20
9,24,11,0,20
9,24,12,0,20
9,25,1,0,20
9,25,2,0,20
9,25,3,0,20
9,25,4,0,20
9,25,5,0,20
9,25,6,0,20
9,25,7,0,20
9,25,8,0,20
9,25,9,0,20
9,25,10,0,20
9,25,11,0,20
9,25,12,0,20
9,26,1,0,20
9,26,2,0,20
9,26,3,0,20
9,26,4,0,20
9,26,5,0,20
9,26,6,0,20
9,26,7,0,20
9,26,8,0,20
9,26,9,0,20
9,26,10,0,20
9,26,11,0,20
9,26,12,0,20
9,27,1,0,20
9,27,2,0,20
9,27,3,0,20
9,27,4,0,20
9,27,5,0,20
9,27,6,0,20
9,27,7,0,20
9,27,8,0,20
9,27,9,0,20
9,27,10,0,20
9,27,11,0,20
9,27,12,0,20
9,28,1,0,20
9,28,2,0,20
9,28,3,0,20
9,28,4,0,20
9,28,5,0,20
9,28,6,0,20
9,28,7,0,20
9,28,8,0,20
9,28,9,0,20
9,28,10,0,20
9,28,11,0,20
9,28,12,0,20
9,29,1,0,20
9,29,2,0,20
9,29,3,0,20
9,29,4,0,20
9,29,5,0,20
9,29,6,0,20
9,29,7,0,20
9,29,8,0,20
9,29,9,0,20
9,29,10,0,20
9,29,11,0,20
9,29,12,0,20
9,30,1,0,20
9,30,2,0,20
9,30,3,0,20
9,30,4,0,20
9,30,5,0,20
9,30,6,0,20
9,30,7,0,20
9,30,8,0,20
9,30,9,0,20
9,30,10,0,20
9,30,11,0,20
9,30,12,0,20
9,31,1,0,20
9,31,2,0,20
9,31,3,0,20
9,31,4,0,20
9,31,5,0,20
9,31,6,0,20
9,31,7,0,20
9,31,8,0,20
9,31,9,0,20
9,31,10,0,20
9,31,11,0,20
9,31,12,0,20
9,32,1,0,20
9,32,2,0,20
9,32,3,0,20
9,32,4,0,20
9,32,5,0,20
9,32,6,0,20
9,32,7,0,20
9,32,8,0,20
9,32,9,0,20
9,32,10,0,20
9,32,11,0,20
9,32,12,0,20
9,33,1,0,20
9,33,2,0,20
9,33,3,0,20
9,33,4,0,20
9,33,5,0,20
9,33,6,0,20
9,33,7,0,20
9,33,8,0,20
9,33,9,0,20
9,33,10,0,20
9,33,11,0,20
9,33,12,0,20
9,34,1,0,20
9,34,2,0,20
9,34,3,0,20
9,34,4,0,20
9,34,5,0,20
9,34,6,0,20
9,34,7,0,20
9,34,8,0,20
9,34,9,0,20
9,34,10,0,20
9,34,11,0,20
9,34,12,0,20
9,35,1,0,20
9,35,2,0,20
9,35,3,0,20
9,35,4,0,20
9,35,5,0,20
9,35,6,0,20
9,35,7,0,20
9,35,8,0,20
9,35,9,0,20
9,35,10,0,20
9,35,11,0,20
9,35,12,0,20
9,36,1,0,20
9,36,2,0,20
9,36,3,0,20
9,36,4,0,20
9,36,5,0,20
9,36,6,0,20
9,36,7,0,20
9,36,8,0,20
9,36,9,0,20
9,36,10,0,20
9,36,11,0,20
9,36,12,0,20
9,37,1,0,20
9,37,2,0,20
9,37,3,0,20
9,37,4,0,20
9,37,5,0,20
9,37,6,0,20
9,37,7,0,20
9,37,8,0,20
9,37,9,0,20
9,37,10,0,20
9,37,11,0,20
9,37,12,0,20
9,38,1,0,20
9,38,2,0,20
9,38,3,0,20
9,38,4,0,20
9,38,5,0,20
9,38,6,0,20
9,38,7,0,20
9,38,8,0,20
