agent,jour,poste,value
7,79,2,0
7,79,3,0
7,79,4,0
7,79,5,1
7,79,6,0
7,80,1,1
7,80,2,0
7,80,3,0
7,80,4,0
7,80,5,0
7,80,6,0
7,81,1,0
7,81,2,0
7,81,3,1
7,81,4,0
7,81,5,0
7,81,6,0
7,82,1,0
7,82,2,0
7,82,3,1
7,82,4,0
7,82,5,0
7,82,6,0
7,83,1,0
7,83,2,0
7,83,3,0
7,83,4,0
7,83,5,0
7,83,6,1
7,84,1,0
7,84,2,0
7,84,3,0
7,84,4,0
7,84,5,0
7,84,6,1
8,1,1,1
8,1,2,0
8,1,3,0
8,1,4,0
8,1,5,0
8,1,6,0
8,2,1,0
8,2,2,0
8,2,3,0
8,2,4,0
8,2,5,1
8,2,6,0
8,3,1,0
8,3,2,0
8,3,3,0
8,3,4,0
8,3,5,1
8,3,6,0
8,4,1,0
8,4,2,0
8,4,3,0
8,4,4,0
8,4,5,1
8,4,6,0
8,5,1,1
8,5,2,0
8,5,3,0
8,5,4,0
8,5,5,0
8,5,6,0
8,6,1,0
8,6,2,0
8,6,3,0
8,6,4,0
8,6,5,0
8,6,6,1
8,7,1,0
8,7,2,0
8,7,3,0
8,7,4,0
8,7,5,0
8,7,6,1
8,8,1,0
8,8,2,1
8,8,3,0
8,8,4,0
8,8,5,0
8,8,6,0
8,9,1,0
8,9,2,1
8,9,3,0
8,9,4,0
8,9,5,0
8,9,6,0
8,10,1,0
8,10,2,0
8,10,3,0
8,10,4,1
8,10,5,0
8,10,6,0
8,11,1,1
8,11,2,0
8,11,3,0
8,11,4,0
8,11,5,0
8,11,6,0
8,12,1,1
8,12,2,0
8,12,3,0
8,12,4,0
8,12,5,0
8,12,6,0
8,13,1,0
8,13,2,0
8,13,3,0
8,13,4,0
8,13,5,0
8,13,6,1
8,14,1,0
8,14,2,0
8,14,3,0
8,14,4,0
8,14,5,0
8,14,6,1
8,15,1,0
8,15,2,1
8,15,3,0
8,15,4,0
8,15,5,0
8,15,6,0
8,16,1,0
8,16,2,0
8,16,3,0
8,16,4,0
8,16,5,1
8,16,6,0
8,17,1,0
8,17,2,0
8,17,3,0
8,17,4,0
8,17,5,1
8,17,6,0
8,18,1,1
8,18,2,0
8,18,3,0
8,18,4,0
8,18,5,0
8,18,6,0
8,19,1,1
8,19,2,0
8,19,3,0
8,19,4,0
8,19,5,0
8,19,6,0
8,20,1,0
8,20,2,0
8,20,3,0
8,20,4,0
8,20,5,0
8,20,6,1
8,21,1,0
8,21,2,0
8,21,3,0
8,21,4,0
8,21,5,0
8,21,6,1
8,22,1,0
8,22,2,0
8,22,3,0
8,22,4,0
8,22,5,1
8,22,6,0
8,23,1,1
8,23,2,0
8,23,3,0
8,23,4,0
8,23,5,0
8,23,6,0
8,24,1,0
8,24,2,1
8,24,3,0
8,24,4,0
8,24,5,0
8,24,6,0
8,25,1,0
8,25,2,1
8,25,3,0
8,25,4,0
8,25,5,0
8,25,6,0
8,26,1,1
8,26,2,0
8,26,3,0
8,26,4,0
8,26,5,0
8,26,6,0
8,27,1,0
8,27,2,0
8,27,3,0
8,27,4,0
8,27,5,0
8,27,6,1
8,28,1,0
8,28,2,0
8,28,3,0
8,28,4,0
8,28,5,0
8,28,6,1
8,29,1,1
8,29,2,0
8,29,3,0
8,29,4,0
8,29,5,0
8,29,6,0
8,30,1,0
8,30,2,1
8,30,3,0
8,30,4,0
8,30,5,0
8,30,6,0
8,31,1,0
8,31,2,1
8,31,3,0
8,31,4,0
8,31,5,0
8,31,6,0
8,32,1,0
8,32,2,1
8,32,3,0
8,32,4,0
8,32,5,0
8,32,6,0
8,33,1,0
8,33,2,1
8,33,3,0
8,33,4,0
8,33,5,0
8,33,6,0
8,34,1,1
8,34,2,0
8,34,3,0
8,34,4,0
8,34,5,0
8,34,6,0
8,35,1,0
8,35,2,0
8,35,3,0
8,35,4,0
8,35,5,0
8,35,6,1
8,36,1,0
8,36,2,0
8,36,3,0
8,36,4,0
8,36,5,0
8,36,6,1
8,37,1,0
8,37,2,0
8,37,3,0
8,37,4,0
8,37,5,1
8,37,6,0
8,38,1,0
8,38,2,0
8,38,3,0
8,38,4,0
8,38,5,1
8,38,6,0
8,39,1,0
8,39,2,0
8,39,3,0
8,39,4,0
8,39,5,1
8,39,6,0
8,40,1,1
8,40,2,0
8,40,3,0
8,40,4,0
8,40,5,0
8,40,6,0
8,41,1,0
8,41,2,0
8,41,3,0
8,41,4,0
8,41,5,0
8,41,6,1
8,42,1,0
8,42,2,0
8,42,3,0
8,42,4,0
8,42,5,0
8,42,6,1
8,43,1,0
8,43,2,0
8,43,3,0
8,43,4,0
8,43,5,1
8,43,6,0
8,44,1,0
8,44,2,0
8,44,3,0
8,44,4,0
8,44,5,1
8,44,6,0
8,45,1,0
8,45,2,0
8,45,3,0
8,45,4,0
8,45,5,1
8,45,6,0
8,46,1,0
8,46,2,0
8,46,3,0
8,46,4,0
8,46,5,0
8,46,6,1
8,47,1,0
8,47,2,1
8,47,3,0
8,47,4,0
8,47,5,0
8,47,6,0
8,48,1,0
8,48,2,1
8,48,3,0
8,48,4,0
8,48,5,0
8,48,6,0
8,49,1,0
8,49,2,0
8,49,3,0
8,49,4,0
8,49,5,0
8,49,6,1
8,50,1,0
8,50,2,0
8,50,3,0
8,50,4,0
8,50,5,0
8,50,6,1
8,51,1,1
8,51,2,0
8,51,3,0
8,51,4,0
8,51,5,0
8,51,6,0
8,52,1,0
8,52,2,1
8,52,3,0
8,52,4,0
8,52,5,0
8,52,6,0
8,53,1,1
8,53,2,0
8,53,3,0
8,53,4,0
8,53,5,0
8,53,6,0
8,54,1,0
8,54,2,0
8,54,3,0
8,54,4,0
8,54,5,0
8,54,6,1
8,55,1,0
8,55,2,0
8,55,3,0
8,55,4,0
8,55,5,0
8,55,6,1
8,56,1,0
8,56,2,0
8,56,3,0
8,56,4,0
8,56,5,1
8,56,6,0
8,57,1,1
8,57,2,0
8,57,3,0
8,57,4,0
8,57,5,0
8,57,6,0
8,58,1,0
8,58,2,0
8,58,3,0
8,58,4,0
8,58,5,0
8,58,6,1
8,59,1,1
8,59,2,0
8,59,3,0
8,59,4,0
8,59,5,0
8,59,6,0
8,60,1,0
8,60,2,0
8,60,3,0
8,60,4,1
8,60,5,0
8,60,6,0
8,61,1,1
8,61,2,0
8,61,3,0
8,61,4,0
8,61,5,0
8,61,6,0
8,62,1,1
8,62,2,0
8,62,3,0
8,62,4,0
8,62,5,0
8,62,6,0
8,63,1,0
8,63,2,0
8,63,3,0
8,63,4,0
8,63,5,0
8,63,6,1
8,64,1,0
8,64,2,0
8,64,3,0
8,64,4,0
8,64,5,0
8,64,6,1
8,65,1,0
8,65,2,0
8,65,3,0
8,65,4,1
8,65,5,0
8,65,6,0
8,66,1,0
8,66,2,0
8,66,3,0
8,66,4,1
8,66,5,0
8,66,6,0
8,67,1,0
8,67,2,0
8,67,3,1
8,67,4,0
8,67,5,0
8,67,6,0
8,68,1,0
8,68,2,0
8,68,3,1
8,68,4,0
8,68,5,0
8,68,6,0
8,69,1,1
8,69,2,0
8,69,3,0
8,69,4,0
8,69,5,0
8,69,6,0
8,70,1,0
8,70,2,0
8,70,3,0
8,70,4,0
8,70,5,0
8,70,6,1
8,71,1,0
8,71,2,0
8,71,3,0
8,71,4,0
8,71,5,0
8,71,6,1
8,72,1,1
8,72,2,0
8,72,3,0
8,72,4,0
8,72,5,0
8,72,6,0
8,73,1,0
8,73,2,0
8,73,3,1
8,73,4,0
8,73,5,0
8,73,6,0
8,74,1,0
8,74,2,0
8,74,3,1
8,74,4,0
8,74,5,0
8,74,6,0
8,75,1,0
8,75,2,0
8,75,3,1
8,75,4,0
8,75,5,0
8,75,6,0
8,76,1,1
8,76,2,0
8,76,3,0
8,76,4,0
8,76,5,0
8,76,6,0
8,77,1,0
8,77,2,0
8,77,3,0
8,77,4,0
8,77,5,0
8,77,6,1
8,78,1,0
8,78,2,0
8,78,3,0
8,78,4,0
8,78,5,0
8,78,6,1
8,79,1,1
8,79,2,0
8,79,3,0
8,79,4,0
8,79,5,0
8,79,6,0
8,80,1,0
8,80,2,1
8,80,3,0
8,80,4,0
8,80,5,0
8,80,6,0
8,81,1,0
8,81,2,1
8,81,3,0
8,81,4,0
8,81,5,0
8,81,6,0
8,82,1,0
8,82,2,1
8,82,3,0
8,82,4,0
8,82,5,0
8,82,6,0
8,83,1,0
8,83,2,1
8,83,3,0
8,83,4,0
8,83,5,0
8,83,6,0
8,84,1,1
8,84,2,0
8,84,3,0
8,84,4,0
8,84,5,0
8,84,6,0
9,1,1,0
9,1,2,0
9,1,3,0
9,1,4,0
9,1,5,0
9,1,6,1
9,2,1,0
9,2,2,0
9,2,3,0
9,2,4,0
9,2,5,0
9,2,6,1
9,3,1,0
9,3,2,0
9,3,3,0
9,3,4,0
9,3,5,1
9,3,6,0
9,4,1,0
9,4,2,0
9,4,3,0
9,4,4,0
9,4,5,1
9,4,6,0
9,5,1,0
9,5,2,0
9,5,3,0
9,5,4,0
9,5,5,1
9,5,6,0
9,6,1,1
9,6,2,0
9,6,3,0
9,6,4,0
9,6,5,0
9,6,6,0
9,7,1,0
9,7,2,0
9,7,3,0
9,7,4,0
9,7,5,0
9,7,6,1
9,8,1,0
9,8,2,0
9,8,3,0
9,8,4,0
9,8,5,0
9,8,6,1
9,9,1,0
9,9,2,0
9,9,3,0
9,9,4,0
9,9,5,0
9,9,6,1
9,10,1,1
9,10,2,0
9,10,3,0
9,10,4,0
9,10,5,0
9,10,6,0
9,11,1,0
9,11,2,0
9,11,3,0
9,11,4,0
9,11,5,0
9,11,6,1
9,12,1,0
9,12,2,0
9,12,3,0
9,12,4,1
9,12,5,0
9,12,6,0
9,13,1,0
9,13,2,0
9,13,3,0
9,13,4,1
9,13,5,0
9,13,6,0
9,14,1,0
9,14,2,0
9,14,3,0
9,14,4,0
9,14,5,1
9,14,6,0
9,15,1,0
9,15,2,0
9,15,3,0
9,15,4,0
9,15,5,1
9,15,6,0
9,16,1,0
9,16,2,0
9,16,3,0
9,16,4,0
9,16,5,0
9,16,6,1
9,17,1,0
9,17,2,0
9,17,3,0
9,17,4,0
9,17,5,0
9,17,6,1
9,18,1,0
9,18,2,0
9,18,3,0
9,18,4,1
9,18,5,0
9,18,6,0
9,19,1,0
9,19,2,0
9,19,3,0
9,19,4,1
9,19,5,0
9,19,6,0
9,20,1,0
9,20,2,0
9,20,3,0
9,20,4,1
9,20,5,0
9,20,6,0
9,21,1,1
9,21,2,0
9,21,3,0
9,21,4,0
9,21,5,0
9,21,6,0
9,22,1,0
9,22,2,0
9,22,3,0
9,22,4,0
9,22,5,0
9,22,6,1
9,23,1,0
9,23,2,0
9,23,3,0
9,23,4,0
9,23,5,1
9,23,6,0
9,24,1,1
9,24,2,0
9,24,3,0
9,24,4,0
9,24,5,0
9,24,6,0
9,25,1,0
9,25,2,0
9,25,3,0
9,25,4,0
9,25,5,0
9,25,6,1
9,26,1,0
9,26,2,1
9,26,3,0
9,26,4,0
9,26,5,0
9,26,6,0
9,27,1,0
9,27,2,1
9,27,3,0
9,27,4,0
9,27,5,0
9,27,6,0
9,28,1,0
9,28,2,1
9,28,3,0
9,28,4,0
9,28,5,0
9,28,6,0
9,29,1,0
9,29,2,0
9,29,3,0
9,29,4,0
9,29,5,0
9,29,6,1
9,30,1,0
9,30,2,0
9,30,3,0
9,30,4,0
9,30,5,0
9,30,6,1
9,31,1,0
9,31,2,0
9,31,3,0
9,31,4,0
9,31,5,0
9,31,6,1
9,32,1,0
9,32,2,0
9,32,3,0
9,32,4,0
9,32,5,0
9,32,6,1
9,33,1,0
9,33,2,0
9,33,3,0
9,33,4,0
9,33,5,1
9,33,6,0
9,34,1,0
9,34,2,0
9,34,3,0
9,34,4,0
9,34,5,1
9,34,6,0
9,35,1,0
9,35,2,0
9,35,3,0
9,35,4,0
9,35,5,0
9,35,6,1
9,36,1,1
9,36,2,0
9,36,3,0
9,36,4,0
9,36,5,0
9,36,6,0
9,37,1,0
9,37,2,1
9,37,3,0
9,37,4,0
9,37,5,0
9,37,6,0
9,38,1,0
9,38,2,1
9,38,3,0
9,38,4,0
9,38,5,0
9,38,6,0
9,39,1,0
9,39,2,0
9,39,3,0
9,39,4,0
9,39,5,0
9,39,6,1
9,40,1,0
9,40,2,0
9,40,3,0
9,40,4,0
9,40,5,0
9,40,6,1
9,41,1,0
9,41,2,0
9,41,3,0
9,41,4,0
9,41,5,0
9,41,6,1
9,42,1,0
9,42,2,1
9,42,3,0
9,42,4,0
9,42,5,0
9,42,6,0
9,43,1,0
9,43,2,1
9,43,3,0
9,43,4,0
9,43,5,0
9,43,6,0
9,44,1,0
9,44,2,1
9,44,3,0
9,44,4,0
9,44,5,0
9,44,6,0
9,45,1,1
9,45,2,0
9,45,3,0
9,45,4,0
9,45,5,0
9,45,6,0
9,46,1,0
9,46,2,0
9,46,3,0
9,46,4,0
9,46,5,0
9,46,6,1
9,47,1,0
9,47,2,0
9,47,3,0
9,47,4,0
9,47,5,0
9,47,6,1
9,48,1,0
9,48,2,0
9,48,3,0
9,48,4,0
9,48,5,0
9,48,6,1
9,49,1,0
9,49,2,0
9,49,3,0
9,49,4,0
9,49,5,0
9,49,6,1
9,50,1,1
9,50,2,0
9,50,3,0
9,50,4,0
9,50,5,0
9,50,6,0
9,51,1,0
9,51,2,1
9,51,3,0
9,51,4,0
9,51,5,0
9,51,6,0
9,52,1,0
9,52,2,1
9,52,3,0
9,52,4,0
9,52,5,0
9,52,6,0
9,53,1,1
9,53,2,0
9,53,3,0
9,53,4,0
9,53,5,0
9,53,6,0
9,54,1,0
9,54,2,0
9,54,3,0
9,54,4,0
9,54,5,0
9,54,6,1
9,55,1,0
9,55,2,0
9,55,3,0
9,55,4,0
9,55,5,0
9,55,6,1
9,56,1,0
9,56,2,0
9,56,3,0
9,56,4,0
9,56,5,1
9,56,6,0
9,57,1,0
9,57,2,0
9,57,3,0
9,57,4,0
9,57,5,1
9,57,6,0
9,58,1,0
9,58,2,0
9,58,3,0
9,58,4,0
9,58,5,1
9,58,6,0
9,59,1,0
9,59,2,0
9,59,3,0
9,59,4,0
9,59,5,1
9,59,6,0
9,60,1,1
9,60,2,0
9,60,3,0
9,60,4,0
9,60,5,0
9,60,6,0
9,61,1,0
9,61,2,0
9,61,3,0
9,61,4,0
9,61,5,0
9,61,6,1
9,62,1,0
9,62,2,0
9,62,3,0
9,62,4,0
9,62,5,0
9,62,6,1
9,63,1,0
9,63,2,0
9,63,3,0
9,63,4,1
9,63,5,0
9,63,6,0
9,64,1,0
9,64,2,0
9,64,3,0
9,64,4,1
9,64,5,0
9,64,6,0
9,65,1,1
9,65,2,0
9,65,3,0
9,65,4,0
9,65,5,0
9,65,6,0
9,66,1,0
9,66,2,0
9,66,3,0
9,66,4,0
9,66,5,0
9,66,6,1
9,67,1,0
9,67,2,0
9,67,3,0
9,67,4,0
9,67,5,0
9,67,6,1
9,68,1,0
9,68,2,0
9,68,3,0
9,68,4,0
9,68,5,0
9,68,6,1
9,69,1,0
9,69,2,1
9,69,3,0
9,69,4,0
9,69,5,0
9,69,6,0
9,70,1,0
9,70,2,1
9,70,3,0
9,70,4,0
9,70,5,0
9,70,6,0
9,71,1,0
9,71,2,1
9,71,3,0
9,71,4,0
9,71,5,0
9,71,6,0
9,72,1,0
9,72,2,0
9,72,3,0
9,72,4,0
9,72,5,0
9,72,6,1
9,73,1,0
9,73,2,0
9,73,3,0
9,73,4,0
9,73,5,1
9,73,6,0
9,74,1,1
9,74,2,0
9,74,3,0
9,74,4,0
9,74,5,0
9,74,6,0
9,75,1,0
9,75,2,0
9,75,3,0
9,75,4,1
9,75,5,0
9,75,6,0
9,76,1,0
9,76,2,0
9,76,3,0
9,76,4,1
9,76,5,0
9,76,6,0
9,77,1,0
9,77,2,0
9,77,3,0
9,77,4,0
9,77,5,0
9,77,6,1
9,78,1,0
9,78,2,0
9,78,3,0
9,78,4,0
9,78,5,0
9,78,6,1
9,79,1,0
9,79,2,0
9,79,3,1
9,79,4,0
9,79,5,0
9,79,6,0
9,80,1,0
9,80,2,0
9,80,3,1
9,80,4,0
9,80,5,0
9,80,6,0
9,81,1,0
9,81,2,0
9,81,3,0
9,81,4,0
9,81,5,0
9,81,6,1
9,82,1,0
9,82,2,0
9,82,3,0
9,82,4,0
9,82,5,0
9,82,6,1
9,83,1,0
9,83,2,0
9,83,3,0
9,83,4,0
9,83,5,0
9,83,6,1
9,84,1,0
9,84,2,0
9,84,3,0
9,84,4,0
9,84,5,0
9,84,6,1
10,1,1,1
10,1,2,0
10,1,3,0
10,1,4,0
10,1,5,0
10,1,6,0
10,2,1,0
10,2,2,0
10,2,3,0
10,2,4,0
10,2,5,0
10,2,6,1
10,3,1,0
10,3,2,0
10,3,3,0
10,3,4,0
10,3,5,0
10,3,6,1
10,4,1,0
10,4,2,0
10,4,3,0
10,4,4,0
10,4,5,0
10,4,6,1
10,5,1,0
10,5,2,0
10,5,3,0
10,5,4,0
10,5,5,0
10,5,6,1
10,6,1,0
10,6,2,0
10,6,3,0
10,6,4,0
10,6,5,1
10,6,6,0
10,7,1,0
10,7,2,0
10,7,3,0
10,7,4,0
10,7,5,1
10,7,6,0
10,8,1,0
10,8,2,0
10,8,3,0
10,8,4,0
10,8,5,1
10,8,6,0
10,9,1,0
10,9,2,0
10,9,3,0
10,9,4,0
10,9,5,0
10,9,6,1
10,10,1,0
10,10,2,0
10,10,3,0
10,10,4,0
10,10,5,0
10,10,6,1
10,11,1,0
10,11,2,1
10,11,3,0
10,11,4,0
10,11,5,0
10,11,6,0
10,12,1,0
10,12,2,1
10,12,3,0
10,12,4,0
10,12,5,0
10,12,6,0
10,13,1,0
10,13,2,1
10,13,3,0
10,13,4,0
10,13,5,0
10,13,6,0
10,14,1,0
10,14,2,1
10,14,3,0
10,14,4,0
10,14,5,0
10,14,6,0
10,15,1,0
10,15,2,0
10,15,3,0
10,15,4,0
10,15,5,0
10,15,6,1
10,16,1,0
10,16,2,0
10,16,3,0
10,16,4,1
10,16,5,0
10,16,6,0
10,17,1,0
10,17,2,0
10,17,3,0
10,17,4,1
10,17,5,0
10,17,6,0
10,18,1,0
10,18,2,0
10,18,3,0
10,18,4,0
10,18,5,0
10,18,6,1
10,19,1,0
10,19,2,0
10,19,3,0
10,19,4,0
10,19,5,0
10,19,6,1
10,20,1,0
10,20,2,0
10,20,3,0
10,20,4,0
10,20,5,0
10,20,6,1
10,21,1,0
10,21,2,1
10,21,3,0
10,21,4,0
10,21,5,0
10,21,6,0
10,22,1,0
10,22,2,0
10,22,3,0
10,22,4,1
10,22,5,0
10,22,6,0
10,23,1,0
10,23,2,0
10,23,3,0
10,23,4,1
10,23,5,0
10,23,6,0
10,24,1,0
10,24,2,0
10,24,3,0
10,24,4,0
10,24,5,1
10,24,6,0
10,25,1,0
10,25,2,0
10,25,3,0
10,25,4,0
10,25,5,1
10,25,6,0
10,26,1,0
10,26,2,0
10,26,3,0
10,26,4,0
10,26,5,0
10,26,6,1
10,27,1,0
10,27,2,0
10,27,3,0
10,27,4,0
10,27,5,0
10,27,6,1
10,28,1,0
10,28,2,0
10,28,3,0
10,28,4,1
10,28,5,0
10,28,6,0
10,29,1,0
10,29,2,0
10,29,3,0
10,29,4,1
10,29,5,0
10,29,6,0
10,30,1,0
10,30,2,0
10,30,3,1
10,30,4,0
10,30,5,0
10,30,6,0
10,31,1,0
10,31,2,0
10,31,3,1
10,31,4,0
10,31,5,0
10,31,6,0
10,32,1,0
10,32,2,0
10,32,3,0
10,32,4,0
10,32,5,0
10,32,6,1
10,33,1,0
10,33,2,0
10,33,3,0
10,33,4,0
10,33,5,0
10,33,6,1
10,34,1,1
10,34,2,0
10,34,3,0
10,34,4,0
10,34,5,0
10,34,6,0
10,35,1,1
10,35,2,0
10,35,3,0
10,35,4,0
10,35,5,0
10,35,6,0
10,36,1,0
10,36,2,0
10,36,3,0
10,36,4,0
10,36,5,0
10,36,6,1
10,37,1,0
10,37,2,0
10,37,3,0
10,37,4,0
10,37,5,0
10,37,6,1
10,38,1,0
10,38,2,0
10,38,3,0
10,38,4,0
10,38,5,0
10,38,6,1
10,39,1,0
10,39,2,1
10,39,3,0
10,39,4,0
10,39,5,0
10,39,6,0
10,40,1,0
10,40,2,1
10,40,3,0
10,40,4,0
10,40,5,0
10,40,6,0
10,41,1,0
10,41,2,0
10,41,3,0
10,41,4,0
10,41,5,0
10,41,6,1
10,42,1,1
10,42,2,0
10,42,3,0
10,42,4,0
10,42,5,0
10,42,6,0
10,43,1,1
10,43,2,0
10,43,3,0
10,43,4,0
10,43,5,0
10,43,6,0
10,44,1,0
10,44,2,0
10,44,3,0
10,44,4,0
10,44,5,0
10,44,6,1
10,45,1,0
10,45,2,0
10,45,3,0
10,45,4,0
10,45,5,1
10,45,6,0
10,46,1,0
10,46,2,0
10,46,3,0
10,46,4,0
10,46,5,1
10,46,6,0
10,47,1,0
10,47,2,0
10,47,3,0
10,47,4,0
10,47,5,0
10,47,6,1
10,48,1,0
10,48,2,0
10,48,3,0
10,48,4,0
10,48,5,0
10,48,6,1
10,49,1,1
10,49,2,0
10,49,3,0
10,49,4,0
10,49,5,0
10,49,6,0
10,50,1,0
10,50,2,0
10,50,3,0
10,50,4,1
10,50,5,0
10,50,6,0
10,51,1,1
10,51,2,0
10,51,3,0
10,51,4,0
10,51,5,0
10,51,6,0
10,52,1,1
10,52,2,0
10,52,3,0
10,52,4,0
10,52,5,0
10,52,6,0
10,53,1,0
10,53,2,0
10,53,3,0
10,53,4,0
10,53,5,0
10,53,6,1
10,54,1,0
10,54,2,0
10,54,3,0
10,54,4,0
10,54,5,0
10,54,6,1
10,55,1,0
10,55,2,0
10,55,3,0
10,55,4,0
10,55,5,1
10,55,6,0
10,56,1,1
10,56,2,0
10,56,3,0
10,56,4,0
10,56,5,0
10,56,6,0
10,57,1,0
10,57,2,0
10,57,3,0
10,57,4,0
10,57,5,0
10,57,6,1
10,58,1,0
10,58,2,0
10,58,3,0
10,58,4,0
10,58,5,0
10,58,6,1
10,59,1,0
10,59,2,0
10,59,3,0
10,59,4,0
10,59,5,0
10,59,6,1
10,60,1,0
10,60,2,0
10,60,3,0
10,60,4,0
10,60,5,0
10,60,6,1
10,61,1,0
10,61,2,0
10,61,3,0
10,61,4,0
10,61,5,0
10,61,6,1
10,62,1,0
10,62,2,0
10,62,3,0
10,62,4,0
10,62,5,0
10,62,6,1
10,63,1,1
10,63,2,0
10,63,3,0
10,63,4,0
10,63,5,0
10,63,6,0
10,64,1,0
10,64,2,0
10,64,3,1
10,64,4,0
10,64,5,0
10,64,6,0
10,65,1,0
10,65,2,0
10,65,3,1
10,65,4,0
10,65,5,0
10,65,6,0
10,66,1,0
10,66,2,0
10,66,3,1
10,66,4,0
10,66,5,0
10,66,6,0
10,67,1,0
10,67,2,0
10,67,3,0
10,67,4,0
10,67,5,0
10,67,6,1
10,68,1,0
10,68,2,0
10,68,3,0
10,68,4,0
10,68,5,0
10,68,6,1
10,69,1,1
10,69,2,0
10,69,3,0
10,69,4,0
10,69,5,0
10,69,6,0
10,70,1,1
10,70,2,0
10,70,3,0
10,70,4,0
10,70,5,0
10,70,6,0
10,71,1,0
10,71,2,1
10,71,3,0
10,71,4,0
10,71,5,0
10,71,6,0
10,72,1,0
10,72,2,1
10,72,3,0
10,72,4,0
10,72,5,0
10,72,6,0
10,73,1,0
10,73,2,1
10,73,3,0
10,73,4,0
10,73,5,0
10,73,6,0
10,74,1,0
10,74,2,0
10,74,3,0
10,74,4,0
10,74,5,0
10,74,6,1
10,75,1,0
10,75,2,0
10,75,3,0
10,75,4,0
10,75,5,0
10,75,6,1
10,76,1,1
10,76,2,0
10,76,3,0
10,76,4,0
10,76,5,0
10,76,6,0
10,77,1,1
10,77,2,0
10,77,3,0
10,77,4,0
10,77,5,0
10,77,6,0
10,78,1,0
10,78,2,0
10,78,3,0
10,78,4,0
10,78,5,0
10,78,6,1
10,79,1,0
10,79,2,0
10,79,3,0
10,79,4,0
10,79,5,0
10,79,6,1
10,80,1,0
10,80,2,0
10,80,3,0
10,80,4,0
10,80,5,0
10,80,6,1
10,81,1,0
10,81,2,0
10,81,3,0
10,81,4,0
10,81,5,0
10,81,6,1
10,82,1,0
10,82,2,0
10,82,3,0
10,82,4,0
10,82,5,0
10,82,6,1
10,83,1,0
10,83,2,0
10,83,3,0
10,83,4,0
10,83,5,0
10,83,6,1
10,84,1,1
10,84,2,0
10,84,3,0
10,84,4,0
10,84,5,0
10,84,6,0
11,1,1,0
11,1,2,0
11,1,3,0
11,1,4,0
11,1,5,0
11,1,6,1
11,2,1,0
11,2,2,0
11,2,3,0
11,2,4,0
11,2,5,0
11,2,6,1
11,3,1,0
11,3,2,0
11,3,3,0
11,3,4,0
11,3,5,0
11,3,6,1
11,4,1,0
11,4,2,0
11,4,3,0
11,4,4,0
11,4,5,0
11,4,6,1
11,5,1,0
11,5,2,0
11,5,3,0
11,5,4,0
11,5,5,0
11,5,6,1
11,6,1,1
11,6,2,0
11,6,3,0
11,6,4,0
11,6,5,0
11,6,6,0
11,7,1,0
11,7,2,0
11,7,3,0
11,7,4,0
11,7,5,1
11,7,6,0
11,8,1,0
11,8,2,0
11,8,3,0
11,8,4,0
11,8,5,0
11,8,6,1
11,9,1,0
11,9,2,0
11,9,3,0
11,9,4,0
11,9,5,0
11,9,6,1
11,10,1,0
11,10,2,0
11,10,3,0
11,10,4,0
11,10,5,0
11,10,6,1
11,11,1,0
11,11,2,0
11,11,3,0
11,11,4,0
11,11,5,1
11,11,6,0
11,12,1,0
11,12,2,0
11,12,3,0
11,12,4,0
11,12,5,1
11,12,6,0
11,13,1,0
11,13,2,0
11,13,3,0
11,13,4,0
11,13,5,1
11,13,6,0
11,14,1,1
11,14,2,0
11,14,3,0
11,14,4,0
11,14,5,0
11,14,6,0
11,15,1,0
11,15,2,0
11,15,3,0
11,15,4,0
11,15,5,0
11,15,6,1
11,16,1,0
11,16,2,0
11,16,3,0
11,16,4,0
11,16,5,0
11,16,6,1
11,17,1,0
11,17,2,0
11,17,3,0
11,17,4,0
11,17,5,0
11,17,6,1
11,18,1,0
11,18,2,0
11,18,3,0
11,18,4,0
11,18,5,1
11,18,6,0
11,19,1,0
11,19,2,0
11,19,3,0
11,19,4,0
11,19,5,1
11,19,6,0
11,20,1,0
11,20,2,0
11,20,3,0
11,20,4,0
11,20,5,1
11,20,6,0
11,21,1,1
11,21,2,0
11,21,3,0
11,21,4,0
11,21,5,0
11,21,6,0
11,22,1,0
11,22,2,0
11,22,3,0
11,22,4,0
11,22,5,0
11,22,6,1
11,23,1,0
11,23,2,0
11,23,3,0
11,23,4,0
11,23,5,0
11,23,6,1
11,24,1,0
11,24,2,0
11,24,3,1
11,24,4,0
11,24,5,0
11,24,6,0
11,25,1,0
11,25,2,0
11,25,3,1
11,25,4,0
11,25,5,0
11,25,6,0
11,26,1,0
11,26,2,0
11,26,3,1
11,26,4,0
11,26,5,0
11,26,6,0
11,27,1,0
11,27,2,0
11,27,3,0
11,27,4,0
11,27,5,0
11,27,6,1
11,28,1,1
11,28,2,0
11,28,3,0
11,28,4,0
11,28,5,0
11,28,6,0
11,29,1,0
11,29,2,1
11,29,3,0
11,29,4,0
11,29,5,0
11,29,6,0
11,30,1,1
11,30,2,0
11,30,3,0
11,30,4,0
11,30,5,0
11,30,6,0
11,31,1,0
11,31,2,0
11,31,3,0
11,31,4,0
11,31,5,0
11,31,6,1
11,32,1,0
11,32,2,0
11,32,3,0
11,32,4,0
11,32,5,0
11,32,6,1
11,33,1,0
11,33,2,1
11,33,3,0
11,33,4,0
11,33,5,0
11,33,6,0
11,34,1,0
11,34,2,1
11,34,3,0
